0.196103,0.152766,0.432290,-0.988650,0.926408,0.357203,0.773538,0.465446,0.658963,0.319984,-0.306681,-0.311674,-0.660859,-0.868782,-0.247591,-0.740533,0.078110,-0.902360,-0.608407,-0.808972,0.052662,-1.012783,-0.648936,-0.895559,0.023027,-0.382349,-0.695698,-1.008479,0.019650,-0.339016,-0.752321,-0.405604,0.037759,-0.363818,-0.822308,-0.321306,0.061911,-0.400239,-0.715328,-0.307675,0.087065,-0.404065,-0.570594,-0.269852,0.111293,-0.394546,-0.568726,-0.213955,0.132572,-0.382132,-0.579391,-0.151880,0.151484,-0.368605,-0.574374,-0.086210,0.169163,-0.354879,-0.566990,-0.015783,0.184814,-0.341643,-0.558961,0.058251,0.199132,-0.328435,-0.550709,0.135349,0.211772,-0.315201,-0.542482,0.215710,0.223246,-0.302479,-0.534463
0.391816,-0.764283,0.592076,-0.182351,0.611542,0.371230,0.587475,-0.099558,-0.630148,0.751597,-0.299436,-0.497135,0.504454,-0.463261,-0.061612,-0.740533,0.570966,0.064864,-0.608407,-0.061534,0.570968,0.145780,-0.648936,0.226059,0.593602,0.174681,-0.695698,0.360739,0.625501,0.169903,-0.397697,0.440951,0.651832,0.146705,-0.216527,0.494814,0.675769,0.128684,-0.151826,0.549919,0.697440,0.131878,-0.131991,0.622927,0.717533,0.143631,-0.144328,0.704350,0.735298,0.158049,-0.154553,0.791085,0.750735,0.173825,-0.149326,0.882008,0.764973,0.190485,-0.140233,0.875749,0.778260,0.207138,-0.129350,0.825240,0.790267,0.223063,-0.117493,0.775863,0.801240,0.238731,-0.105241,0.727801,0.810412,0.253970,-0.093057
-0.773947,-0.871493,0.141046,0.044851,-0.049093,-0.726177,0.287073,-0.584444,-0.046037,0.422181,-0.475836,0.918865,0.312572,-0.514133,0.095371,-0.740533,-0.287774,-0.902360,-0.608407,-0.808972,-0.427303,-0.555991,-0.648936,-0.385258,-0.605187,-0.384501,-0.695698,-0.095827,-0.747085,-0.394373,-0.752321,-0.011487,-0.836085,-0.467004,-0.822308,0.006276,-0.904965,-0.554161,-0.439192,-0.007901,-0.962269,-0.605682,-0.412098,-0.000267,-1.008975,-0.641403,-0.439153,0.021263,-1.047862,-0.671928,-0.470113,0.047325,-1.080137,-0.700064,-0.484425,0.075492,-1.106395,-0.726291,-0.495655,0.107425,-1.128791,-0.751326,-0.505621,0.141066,-1.146618,-0.774503,-0.515429,0.176733,-1.162343,-0.795989,-0.525104,0.215099,-1.174893,-0.816781,-0.534716
-0.922088,-0.800099,0.990958,-0.507303,-0.902113,0.216979,-0.283351,0.350938,-0.320999,0.767803,-0.553606,-0.550199,0.759366,-0.185422,0.644116,-0.740533,-1.205091,-0.902360,-0.608407,-0.808972,-1.071096,-1.012783,-0.648936,-0.895559,-1.235777,-1.164615,-0.695698,-1.008479,-1.374044,-0.896497,-0.752321,-0.840310,-1.445189,-0.879302,-0.822308,-0.650071,-1.498300,-0.953598,-0.912324,-0.671379,-1.543723,-0.996862,-0.792597,-0.678751,-1.581418,-1.026412,-0.769558,-0.669628,-1.613542,-1.053883,-0.791805,-0.657957,-1.640674,-1.080154,-0.802632,-0.645660,-1.664182,-1.105847,-0.813267,-0.630342,-1.682731,-1.130874,-0.824464,-0.612469,-1.697581,-1.154582,-0.835966,-0.592799,-1.707976,-1.177004,-0.847866,-0.570080,-1.715857,-1.197898,-0.860187
-0.361451,-0.629151,-0.566365,0.126662,-0.736088,0.980588,0.516154,-0.524943,0.008434,-0.306872,0.556053,0.203234,-0.621520,0.731539,-0.950794,1.546305,0.481584,0.902251,0.699465,1.460135,0.388903,0.856283,0.722225,1.375203,0.295060,0.805683,0.733105,1.294428,0.206036,0.753943,0.733553,1.220212,0.125552,0.707887,0.725310,1.161103,0.050231,0.670702,0.709053,1.125021,-0.019929,0.635384,0.685815,1.081444,-0.084098,0.601669,0.658624,1.030725,-0.141855,0.569044,0.636713,0.978851,-0.195128,0.538283,0.620462,0.926949,-0.244741,0.508843,0.606232,0.875749,-0.291952,0.481115,0.593296,0.825240,-0.336770,0.454732,0.581247,0.775863,-0.379340,0.429995,0.569466,0.727801,-0.418421,0.406695,0.558200
0.383055,0.738178,-0.855514,0.876888,0.548259,-0.640622,-0.230949,-0.592225,-0.071979,0.918486,0.706381,-0.923863,0.847715,-0.900821,-0.604883,1.546305,1.114028,1.544618,1.544133,1.460135,1.134572,1.506442,1.534558,1.375203,1.195204,1.477416,1.521733,1.294428,1.237063,1.469449,1.506430,1.220212,1.238996,1.495036,1.490269,1.161103,1.229373,1.541055,1.476041,1.125021,1.214398,1.562833,1.468707,1.081444,1.196466,1.571981,1.476508,1.030725,1.177324,1.576912,1.489885,0.978851,1.157485,1.580200,1.496494,0.926949,1.136977,1.581948,1.501501,0.875749,1.115395,1.582306,1.505747,0.825240,1.094695,1.581993,1.509514,0.775863,1.073268,1.581098,1.513029,0.727801,1.053598,1.579744,1.516891
0.539324,-0.790147,0.378385,0.555771,0.753769,0.981518,-0.553480,-0.325938,0.025307,0.578033,-0.426284,0.049352,0.473852,0.782297,0.615031,0.304677,0.827972,0.398437,-0.608407,0.542115,0.851627,0.435388,-0.648936,0.675394,0.911106,0.447134,-0.226165,0.764462,0.969526,0.441794,-0.053109,0.830634,1.005670,0.431817,0.025667,0.894214,1.033545,0.432233,0.065876,0.980619,1.056762,0.445228,0.077980,1.077754,1.076806,0.462903,0.067748,1.030725,1.094160,0.482193,0.061906,0.978851,1.108398,0.502650,0.069705,0.926949,1.122147,0.523433,0.081411,0.875749,1.133692,0.544068,0.094990,0.825240,1.144714,0.563974,0.109644,0.775863,1.154451,0.583486,0.124622,0.727801,1.163705,0.602531,0.139757
0.274585,0.378562,0.630406,0.753467,-0.205605,-0.718002,-0.168171,-0.308418,-0.978373,0.220863,0.888872,0.825150,0.071281,0.376192,0.725477,-0.740533,-1.866192,-0.902360,-0.608407,-0.808972,-0.901410,-1.012783,-0.648936,-0.895559,-0.893114,-1.164615,-0.695698,-1.008479,-0.862955,-1.383248,-0.752321,-1.167887,-0.784935,-1.208378,-0.822308,-1.409681,-0.699799,-1.148386,-0.912324,-1.327045,-0.616327,-1.119306,-1.034675,-1.278367,-0.538228,-1.087804,-1.153995,-1.242665,-0.465153,-1.058745,-1.059880,-1.209029,-0.395160,-1.031215,-1.048873,-1.174816,-0.329777,-1.004471,-1.043894,-1.135488,-0.267798,-0.978541,-1.040862,-1.092185,-0.209377,-0.953582,-1.038637,-1.045374,-0.154432,-0.929534,-1.036725,-0.992876,-0.105395,-0.905506,-1.034810
0.001533,0.202481,-0.092193,-0.507768,0.502437,-0.701734,-0.911519,0.276865,0.041869,-0.338232,0.280990,-0.360150,0.400557,-0.969031,-0.432123,-0.740533,0.180865,-0.356628,-0.608407,-0.808972,0.139145,-0.130778,-0.648936,-0.035913,0.096041,-0.075297,-0.695698,0.142299,0.075335,-0.079445,-0.752321,0.230282,0.073772,-0.118064,-0.366364,0.275018,0.078145,-0.159024,-0.276539,0.306889,0.085117,-0.171948,-0.252541,0.359047,0.093358,-0.172865,-0.268501,0.422633,0.101583,-0.170415,-0.284346,0.491465,0.109050,-0.166376,-0.284105,0.563951,0.115783,-0.161660,-0.280235,0.640089,0.122339,-0.156516,-0.275053,0.719186,0.128452,-0.151047,-0.269202,0.775863,0.133792,-0.146244,-0.263109,0.727801,0.137837,-0.141692,-0.256705
-0.999634,0.839482,0.670742,0.136382,-0.789846,-0.444425,0.660506,0.211125,-0.462485,0.870078,-0.232511,0.046751,0.988821,0.738838,-0.902778,-0.740533,-1.866192,-0.902360,-0.608407,-0.808972,-2.354720,-1.012783,-0.648936,-0.895559,-1.845241,-1.164615,-0.695698,-1.008479,-1.841774,-1.383248,-0.752321,-1.167887,-1.839682,-1.683629,-0.822308,-1.409681,-1.841441,-1.387530,-0.912324,-1.199586,-1.845621,-1.376773,-1.034675,-1.186563,-1.850375,-1.378730,-1.049248,-1.173942,-1.854690,-1.388411,-1.027689,-1.163891,-1.857668,-1.401553,-1.028899,-1.155192,-1.857986,-1.416051,-1.035417,-1.143535,-1.854628,-1.431104,-1.044285,-1.129584,-1.847071,-1.446782,-1.054352,-1.113607,-1.834209,-1.462372,-1.065084,-1.093612,-1.817693,-1.477049,-1.076291
